player,year,pos,college,dob,age_season_start,height,weight,years_exp,team,rec_tgt,rec,rec_yds,rec_td,rush_att,rush_yds,rush_td,fum,total_yds,games_played,games_started,share_rec_tgt,share_rec,share_rec_yds,share_rec_td,share_rush_att,share_rush_yds,share_rush_td,catch_rate,yds_per_catch,rec_yds_per_game,rec_per_game,tgt_per_game,yds_per_rush,rush_att_per_game,rush_yds_per_game,fpts_standard,fpts_half_ppr,fpts_ppr,fpts_ppr_f1,adp,adp_f1,depth,depth_f1,is_majorly_injured
larry fitzgerald,2010,WR,Pittsburgh,1983-08-31,27.02191780821918,75,218,6,['ARI'],173,90,1137,6,0,0,0,0.0,1137,16,15,0.3128390596745027,0.3157894736842105,0.3483455882352941,0.6,0.0,0.0,0.0,0.5202,12.63,71.1,5.62,10.81,0.0,0.0,0.0,149.7,194.7,239.7,269.1,9999.0,9999.0,3.0,3.0,0
larry fitzgerald,2011,WR,Pittsburgh,1983-08-31,28.02191780821918,75,218,7,['ARI'],154,80,1411,8,0,0,0,0.0,1411,16,16,0.2857142857142857,0.26143790849673204,0.35676359039190897,0.38095238095238093,0.0,0.0,0.0,0.5195,17.64,88.2,5.0,9.62,0.0,0.0,0.0,189.1,229.1,269.1,174.8,9999.0,9999.0,1.0,1.0,0
larry fitzgerald,2012,WR,Pittsburgh,1983-08-31,29.024657534246575,75,218,8,['ARI'],156,71,798,4,0,0,0,0.0,798,16,16,0.259567387687188,0.2132132132132132,0.23735871505056513,0.36363636363636365,0.0,0.0,0.0,0.4551,11.24,49.9,4.44,9.75,0.0,0.0,0.0,103.8,139.3,174.8,237.2,9999.0,9999.0,1.0,1.0,0
larry fitzgerald,2013,WR,Pittsburgh,1983-08-31,30.024657534246575,75,218,9,['ARI'],135,82,954,10,2,8,0,1.0,962,16,16,0.244122965641953,0.2303370786516854,0.22790253225035834,0.4166666666666667,0.005115089514066497,0.005277044854881266,0.0,0.6074,11.63,59.6,5.12,8.44,4.0,0.12,0.5,155.2,196.2,237.2,152.4,9999.0,9999.0,1.0,1.0,0
larry fitzgerald,2014,WR,Pittsburgh,1983-08-31,31.024657534246575,75,218,10,['ARI'],103,63,784,2,0,0,0,1.0,784,14,13,0.1836007130124777,0.196875,0.19649122807017544,0.09523809523809523,0.0,0.0,0.0,0.6116,12.44,56.0,4.5,7.36,0.0,0.0,0.0,89.4,120.9,152.4,281.5,39.3,88.9,1.0,1.0,0
larry fitzgerald,2015,WR,Pittsburgh,1983-08-31,32.02465753424657,75,218,11,['ARI'],145,109,1215,9,0,0,0,3.0,1215,16,16,0.2641165755919854,0.3096590909090909,0.25498426023084997,0.2571428571428571,0.0,0.0,0.0,0.7517,11.15,75.9,6.81,9.06,0.0,0.0,0.0,172.5,227.0,281.5,243.8,88.9,71.6,1.0,1.0,0
larry fitzgerald,2016,WR,Pittsburgh,1983-08-31,33.02739726027397,75,218,12,['ARI'],150,107,1023,6,2,5,0,2.0,1028,16,16,0.2358490566037736,0.2793733681462141,0.2311864406779661,0.21428571428571427,0.005249343832020997,0.0029463759575721863,0.0,0.7133,9.56,63.9,6.69,9.37,2.5,0.12,0.3,136.8,190.3,243.8,259.6,71.6,56.2,1.0,1.0,0
larry fitzgerald,2017,WR,Pittsburgh,1983-08-31,34.02739726027397,75,218,13,['ARI'],161,109,1156,6,0,0,0,1.0,1156,16,16,0.2719594594594595,0.3215339233038348,0.29052525760241266,0.2857142857142857,0.0,0.0,0.0,0.677,10.61,72.2,6.81,10.06,0.0,0.0,0.0,150.6,205.1,259.6,178.4,56.2,42.7,1.0,1.0,0
larry fitzgerald,2018,WR,Pittsburgh,1983-08-31,35.02739726027397,75,218,14,['ARI'],112,69,734,6,0,0,0,0.0,734,16,16,0.23628691983122363,0.24381625441696114,0.25450762829403606,0.4,0.0,0.0,0.0,0.6161,10.64,45.9,4.31,7.0,0.0,0.0,0.0,109.4,143.9,178.4,178.4,42.7,114.2,1.0,1.0,0
larry fitzgerald,2019,WR,Pittsburgh,1983-08-31,36.02739726027397,75,218,15,['ARI'],109,75,804,4,0,0,0,1.0,804,16,16,0.20643939393939395,0.2112676056338028,0.21174611535422702,0.2,0.0,0.0,0.0,0.6881,10.72,50.2,4.69,6.81,0.0,0.0,0.0,103.4,140.9,178.4,100.9,114.2,168.1,1.0,1.0,0
larry fitzgerald,2020,WR,Pittsburgh,1983-08-31,37.03013698630137,75,218,16,['ARI'],72,54,409,1,0,0,0,0.0,409,13,13,0.1323529411764706,0.13989637305699482,0.10034347399411188,0.037037037037037035,0.0,0.0,0.0,0.75,7.57,31.5,4.15,5.54,0.0,0.0,0.0,46.9,73.9,100.9,0.0,168.1,9999.0,1.0,3.0,0
larry johnson,2009,RB,Penn St.,1979-11-19,29.805479452054794,73,235,6,"['CIN', 'KC']",21,15,80,0,178,581,0,2.0,661,14,7,0.020566180150467236,0.025652918510061365,0.012614209997363283,0.0,0.22221529992127456,0.16425636031798527,0.0,0.7143,5.33,5.7,1.07,1.5,3.26,12.71,41.5,64.1,71.6,79.1,0.2,9999.0,9999.0,3.0,3.0,0
larry johnson,2010,RB,Penn St.,1979-11-19,30.805479452054794,73,235,7,['WAS'],0,0,0,0,5,2,0,0.0,2,2,0,0.0,0.0,0.0,0.0,0.015723270440251572,0.0015337423312883436,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.5,1.0,0.2,0.2,0.2,0.2,9999.0,9999.0,3.0,3.0,0
larry johnson,2011,RB,Penn St.,1979-11-19,31.805479452054794,73,235,8,['MIA'],0,0,0,0,1,2,0,0.0,2,1,0,0.0,0.0,0.0,0.0,0.002380952380952381,0.0011068068622025456,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.2,0.2,0.2,0.0,9999.0,9999.0,3.0,3.0,0
larry pinkard,2017,WR,Old Dominion,1992-02-25,25.534246575342465,72,196,0,['JAX'],1,1,5,0,0,0,0,0.0,5,4,0,0.0019342359767891683,0.0031645569620253164,0.0013455328310010765,0.0,0.0,0.0,0.0,0.9999,5.0,1.2,0.25,0.25,0.0,0.0,0.0,0.5,1.0,1.5,0.0,763.0,9999.0,5.0,3.0,0
larry rountree,2021,RB,Missouri,1999-02-13,22.564383561643837,70,211,0,['LAC'],2,1,-1,0,36,87,1,0.0,86,12,0,0.00303951367781155,0.002257336343115124,-0.00019944156362185878,0.0,0.1005586592178771,0.056714471968709254,0.06666666666666667,0.5,-1.0,-0.1,0.08,0.17,2.42,3.0,7.2,14.6,15.1,15.6,5.3,242.0,371.0,4.0,3.0,0
larry rountree,2022,RB,Missouri,1999-02-13,23.564383561643837,70,211,1,['LAC'],2,2,14,0,13,19,0,0.0,33,4,0,0.00291970802919708,0.004140786749482402,0.0029160591543428453,0.0,0.03724928366762178,0.013838310269482883,0.0,1.0,7.0,3.5,0.5,0.5,1.46,3.25,4.7,3.3,4.3,5.3,0.0,371.0,9999.0,3.0,3.0,0
latavius murray,2014,RB,Central Florida,1990-01-18,24.635616438356163,75,230,0,['LV'],23,17,143,0,82,424,2,1.0,567,15,3,0.03739837398373984,0.04709141274238227,0.04136534567544113,0.0,0.2679738562091503,0.3703056768558952,0.5,0.7391,8.41,9.5,1.13,1.53,5.17,5.47,28.3,67.7,76.2,84.7,202.79999999999998,9999.0,9999.0,3.0,1.0,0
latavius murray,2015,RB,Central Florida,1990-01-18,25.635616438356163,75,230,1,['LV'],53,41,232,0,266,1066,6,4.0,1298,16,16,0.08833333333333333,0.11021505376344086,0.05622879301987397,0.0,0.7916666666666666,0.8063540090771558,0.8571428571428571,0.7736,5.66,14.5,2.56,3.31,4.01,16.62,66.6,161.79999999999998,182.29999999999998,202.79999999999998,208.2,31.0,30.7,1.0,1.0,0
latavius murray,2016,RB,Central Florida,1990-01-18,26.638356164383563,75,230,2,['LV'],43,33,264,0,195,788,12,2.0,1052,14,12,0.07325383304940375,0.08753315649867374,0.06389157792836399,0.0,0.5,0.4308365226899945,0.7058823529411765,0.7674,8.0,18.9,2.36,3.07,4.04,13.93,56.3,175.2,191.7,208.2,156.5,30.7,129.9,1.0,5.0,0
latavius murray,2017,RB,Central Florida,1990-01-18,27.638356164383563,75,230,3,['MIN'],17,15,103,0,216,842,8,1.0,945,16,11,0.032567049808429116,0.04201680672268908,0.02621532196487656,0.0,0.47368421052631576,0.4669994453688297,0.5714285714285714,0.8823,6.87,6.4,0.94,1.06,3.9,13.5,52.6,141.5,149.0,156.5,129.89999999999998,129.9,109.0,5.0,2.0,0
latavius murray,2018,RB,Central Florida,1990-01-18,28.638356164383563,75,230,4,['MIN'],26,22,141,0,140,578,6,0.0,719,16,6,0.04384485666104553,0.05188679245283019,0.03279832519190509,0.0,0.4472843450479233,0.4218978102189781,0.75,0.8462,6.41,8.8,1.37,1.62,4.13,8.75,36.1,107.89999999999999,118.89999999999999,129.89999999999998,157.2,109.0,70.6,2.0,2.0,0
latavius murray,2019,RB,Central Florida,1990-01-18,29.638356164383563,75,230,5,['NO'],43,34,235,1,146,637,5,0.0,872,16,8,0.07992565055762081,0.08521303258145363,0.055992375506314036,0.03333333333333333,0.4281524926686217,0.40964630225080384,0.5,0.7907,6.91,14.7,2.12,2.69,4.36,9.12,39.8,123.2,140.2,157.2,135.2,70.6,95.2,2.0,2.0,0
latavius murray,2020,RB,Central Florida,1990-01-18,30.64109589041096,75,230,6,['NO'],26,23,176,1,146,656,4,1.0,832,15,7,0.05241935483870968,0.06353591160220995,0.045749935014296854,0.037037037037037035,0.38320209973753283,0.36123348017621143,0.2,0.8846,7.65,11.7,1.53,1.73,4.49,9.73,43.7,112.19999999999999,123.69999999999999,135.2,103.6,95.2,287.0,2.0,2.0,0
latavius murray,2021,RB,Central Florida,1990-01-18,31.64109589041096,75,230,7,['BAL'],13,10,75,0,119,501,6,0.0,576,14,6,0.02195945945945946,0.025252525252525252,0.017576751816264353,0.0,0.35843373493975905,0.35582386363636365,0.4,0.7692,7.5,5.4,0.71,0.93,4.21,8.5,35.8,93.6,98.6,103.6,151.2,9999.0,9999.0,2.0,3.0,0
latavius murray,2022,RB,Central Florida,1990-01-18,32.64109589041096,75,230,8,"['NO', 'DEN']",35,27,132,0,171,760,6,1.0,892,13,7,0.03249568026444294,0.039269987615247005,0.016484595354385907,0.0,0.22166798226971884,0.22780712969697584,0.3541666666666667,0.7714,4.89,10.2,2.08,2.69,4.44,13.15,58.5,124.2,137.7,151.2,81.9,9999.0,9999.0,3.0,3.0,0
latavius murray,2023,RB,Central Florida,1990-01-18,33.64109589041096,75,230,9,['BUF'],22,17,119,0,79,300,4,1.0,419,16,4,0.04036697247706422,0.04415584415584416,0.027635856943799348,0.0,0.2036082474226804,0.1763668430335097,0.5714285714285714,0.7727,7.0,7.4,1.06,1.37,3.8,4.94,18.7,64.9,73.4,81.9,0.0,287.0,9999.0,3.0,3.0,0
laurence maroney,2009,RB,Minnesota,1985-02-05,24.586301369863012,71,220,3,['NE'],17,14,99,0,194,757,9,4.0,856,15,5,0.028862478777589132,0.035897435897435895,0.02180616740088106,0.0,0.45433255269320844,0.4087473002159827,0.5294117647058824,0.8235,7.07,6.6,0.93,1.13,3.9,12.93,50.5,135.60000000000002,142.60000000000002,149.60000000000002,15.4,9999.0,9999.0,3.0,3.0,0
laurence maroney,2010,RB,Minnesota,1985-02-05,25.586301369863012,71,220,4,['DEN'],7,4,50,0,36,74,0,1.0,124,4,3,0.012131715771230503,0.011976047904191617,0.011611704598235021,0.0,0.10843373493975904,0.06070549630844955,0.0,0.5714,12.5,12.5,1.0,1.75,2.06,9.0,18.5,11.4,13.4,15.4,0.0,9999.0,9999.0,3.0,3.0,0
laurent robinson,2009,WR,Illinois St.,1985-05-20,24.301369863013697,74,192,2,['LAR'],23,13,167,1,0,0,0,0.0,167,3,3,0.04275092936802974,0.041666666666666664,0.056228956228956226,0.08333333333333333,0.0,0.0,0.0,0.5652,12.85,55.7,4.33,7.66,0.0,0.0,0.0,22.7,29.2,35.7,79.0,9999.0,9999.0,3.0,3.0,0
laurent robinson,2010,WR,Illinois St.,1985-05-20,25.301369863013697,74,192,3,['LAR'],75,34,344,2,2,-14,0,0.0,330,14,11,0.12886597938144329,0.096045197740113,0.0979498861047836,0.1111111111111111,0.004975124378109453,-0.009240924092409241,0.0,0.4533,10.12,24.6,2.43,5.36,-7.0,0.14,-1.0,45.0,62.0,79.0,205.8,9999.0,9999.0,3.0,3.0,0
laurent robinson,2011,WR,Illinois St.,1985-05-20,26.301369863013697,74,192,4,['DAL'],80,54,858,11,0,0,0,0.0,858,14,4,0.14260249554367202,0.14361702127659576,0.19267909274646305,0.3333333333333333,0.0,0.0,0.0,0.675,15.89,61.3,3.86,5.71,0.0,0.0,0.0,151.8,178.8,205.8,48.2,9999.0,9999.0,3.0,3.0,0
laurent robinson,2012,WR,Illinois St.,1985-05-20,27.304109589041097,74,192,5,['JAX'],43,24,252,0,0,0,0,1.0,252,7,4,0.07465277777777778,0.07384615384615385,0.0673616680032077,0.0,0.0,0.0,0.0,0.5581,10.5,36.0,3.43,6.14,0.0,0.0,0.0,24.2,36.2,48.2,0.0,9999.0,9999.0,1.0,3.0,1
lavelle hawkins,2009,WR,California,1986-07-12,23.156164383561645,71,187,1,['TEN'],14,7,110,0,0,0,0,0.0,110,10,0,0.029914529914529916,0.025830258302583026,0.035438144329896906,0.0,0.0,0.0,0.0,0.5,15.71,11.0,0.7,1.4,0.0,0.0,0.0,11.0,14.5,18.0,11.1,9999.0,9999.0,3.0,3.0,0
lavelle hawkins,2010,WR,California,1986-07-12,24.156164383561645,71,187,2,['TEN'],6,5,61,0,0,0,0,0.0,61,6,0,0.01284796573875803,0.018315018315018316,0.018608907870652835,0.0,0.0,0.0,0.0,0.8333,12.2,10.2,0.83,1.0,0.0,0.0,0.0,6.1,8.6,11.1,99.0,9999.0,9999.0,3.0,3.0,0
lavelle hawkins,2011,WR,California,1986-07-12,25.156164383561645,71,187,3,['TEN'],77,47,470,1,0,0,0,1.0,470,16,2,0.13298791018998274,0.13352272727272727,0.11446663419386265,0.045454545454545456,0.0,0.0,0.0,0.6104,10.0,29.4,2.94,4.81,0.0,0.0,0.0,52.0,75.5,99.0,11.2,9999.0,9999.0,3.0,2.0,0
lavelle hawkins,2012,WR,California,1986-07-12,26.15890410958904,71,187,4,['TEN'],11,5,62,0,0,0,0,0.0,62,7,1,0.020484171322160148,0.015723270440251572,0.017332960581492873,0.0,0.0,0.0,0.0,0.4545,12.4,8.9,0.71,1.57,0.0,0.0,0.0,6.2,8.7,11.2,0.0,9999.0,9999.0,2.0,3.0,0
lavelle hawkins,2013,WR,California,1986-07-12,27.15890410958904,71,187,5,['LAC'],0,0,0,0,0,0,0,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,9999.0,3.0,3.0,0
laveranues coles,2009,WR,Florida St.,1977-12-29,31.695890410958903,71,200,9,['CIN'],77,43,514,5,2,10,0,0.0,524,16,13,0.16488222698072805,0.15034965034965034,0.16400765794511807,0.23809523809523808,0.004338394793926247,0.0051813471502590676,0.0,0.5584,11.95,32.1,2.69,4.81,5.0,0.12,0.6,82.4,103.9,125.4,0.0,9999.0,9999.0,3.0,3.0,0
laviska shenault jr,2020,WR,Colorado,1998-10-05,21.923287671232877,73,224,0,['JAX'],79,58,600,5,18,91,0,0.0,691,14,12,0.13527397260273974,0.15025906735751296,0.15170670037926676,0.2,0.059800664451827246,0.06811377245508982,0.0,0.7342,10.34,42.9,4.14,5.64,5.06,1.29,6.5,99.1,128.1,157.1,128.0,161.5,92.9,2.0,1.0,0
laviska shenault jr,2021,WR,Colorado,1998-10-05,22.923287671232877,73,224,1,['JAX'],99,63,619,0,11,41,0,1.0,660,16,10,0.16981132075471697,0.1745152354570637,0.16848121937942298,0.0,0.03470031545741325,0.028975265017667843,0.0,0.6364,9.83,38.7,3.94,6.19,3.73,0.69,2.6,65.0,96.5,128.0,72.7,92.9,215.0,1.0,2.0,0
laviska shenault jr,2022,WR,Colorado,1998-10-05,23.923287671232877,73,224,2,['CAR'],32,27,272,1,9,65,1,0.0,337,13,4,0.07494145199063232,0.10112359550561797,0.08379544054220579,0.0625,0.020737327188940093,0.03232222774738936,0.07692307692307693,0.8437,10.07,20.9,2.08,2.46,7.22,0.69,5.0,45.7,59.2,72.7,20.5,215.0,319.0,2.0,2.0,0
laviska shenault jr,2023,WR,Colorado,1998-10-05,24.923287671232877,73,224,3,['CAR'],10,10,60,0,12,55,0,1.0,115,8,0,0.018726591760299626,0.02857142857142857,0.01848998459167951,0.0,0.029850746268656716,0.036303630363036306,0.0,1.0,6.0,7.5,1.25,1.25,4.58,1.5,6.9,10.5,15.5,20.5,0.0,319.0,9999.0,2.0,2.0,0
lavon brazill,2012,WR,Ohio,1989-03-15,23.482191780821918,71,192,0,['IND'],24,11,186,1,0,0,0,1.0,186,15,0,0.038834951456310676,0.032448377581120944,0.04252400548696845,0.043478260869565216,0.0,0.0,0.0,0.4583,16.91,12.4,0.73,1.6,0.0,0.0,0.0,23.6,29.1,34.6,39.1,9999.0,9999.0,2.0,3.0,0
lavon brazill,2013,WR,Ohio,1989-03-15,24.482191780821918,71,192,1,['IND'],27,12,161,2,0,0,0,1.0,161,10,0,0.046875,0.034383954154727794,0.040738866396761136,0.08695652173913043,0.0,0.0,0.0,0.4444,13.42,16.1,1.2,2.7,0.0,0.0,0.0,27.1,33.1,39.1,0.0,9999.0,9999.0,3.0,3.0,0
lawrence cager,2020,WR,Georgia,1997-08-20,23.04931506849315,77,220,0,['NYJ'],6,2,35,0,0,0,0,0.0,35,2,1,0.01293103448275862,0.00684931506849315,0.011235955056179775,0.0,0.0,0.0,0.0,0.3333,17.5,17.5,1.0,3.0,0.0,0.0,0.0,3.5,4.5,5.5,0.0,9999.0,9999.0,3.0,3.0,0
lawrence cager,2021,WR,Georgia,1997-08-20,24.04931506849315,77,220,1,['CLE'],0,0,0,0,0,0,0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8,9999.0,9999.0,3.0,3.0,0
lawrence cager,2022,TE,Georgia,1997-08-20,25.04931506849315,77,220,2,"['NYJ', 'NYG']",19,13,118,1,0,0,0,0.0,118,7,4,0.01925669673184854,0.01878612716763006,0.017196152725153017,0.029411764705882353,0.0,0.0,0.0,0.6842,9.08,16.9,1.86,2.71,0.0,0.0,0.0,17.8,24.3,30.8,12.6,1849.0,639.0,4.0,3.0,0
lawrence cager,2023,TE,Georgia,1997-08-20,26.04931506849315,77,220,3,['NYG'],5,4,36,1,0,0,0,1.0,36,11,0,0.010330578512396695,0.011869436201780416,0.010743061772605193,0.06666666666666667,0.0,0.0,0.0,0.8,9.0,3.3,0.36,0.45,0.0,0.0,0.0,8.6,10.6,12.6,0.0,639.0,9999.0,3.0,3.0,0
lawrence thomas,2017,RB,Michigan St.,1993-04-16,24.394520547945206,75,286,1,['NYJ'],5,4,23,0,2,1,0,0.0,24,14,4,0.01016260162601626,0.0125,0.006662804171494786,0.0,0.005221932114882507,0.0006565988181221273,0.0,0.8,5.75,1.6,0.29,0.36,0.5,0.14,0.1,2.4,4.4,6.4,0.0,9999.0,9999.0,3.0,3.0,0
lawrence vickers,2009,FB,Colorado,1983-05-08,26.336986301369862,72,250,3,['CLE'],18,8,27,1,0,0,0,1.0,27,16,9,0.041189931350114416,0.03669724770642202,0.012069736253911488,0.09090909090909091,0.0,0.0,0.0,0.4444,3.37,1.7,0.5,1.12,0.0,0.0,0.0,7.699999999999999,11.7,15.7,6.6,9999.0,9999.0,3.0,3.0,0
lawrence vickers,2010,FB,Colorado,1983-05-08,27.336986301369862,72,250,4,['CLE'],9,4,15,0,5,11,0,0.0,26,16,4,0.019271948608137045,0.013605442176870748,0.004715498270983967,0.0,0.013550135501355014,0.007665505226480836,0.0,0.4444,3.75,0.9,0.25,0.56,2.2,0.31,0.7,2.6,4.6,6.6,6.9,9999.0,9999.0,3.0,3.0,0
lawrence vickers,2011,FB,Colorado,1983-05-08,28.336986301369862,72,250,5,['HOU'],8,4,29,0,1,0,0,0.0,29,14,1,0.017582417582417582,0.013888888888888888,0.007846320346320346,0.0,0.001937984496124031,0.0,0.0,0.5,7.25,2.1,0.29,0.57,0.0,0.07,0.0,2.9,4.9,6.9,24.5,9999.0,9999.0,2.0,1.0,0
lawrence vickers,2012,FB,Colorado,1983-05-08,29.339726027397262,72,250,6,['DAL'],15,13,104,0,3,11,0,0.0,115,16,6,0.023112480739599383,0.03002309468822171,0.020829160825155218,0.0,0.009230769230769232,0.009046052631578948,0.0,0.8667,8.0,6.5,0.81,0.94,3.67,0.19,0.7,11.5,18.0,24.5,0.0,9999.0,9999.0,1.0,3.0,0
lee evans,2009,WR,Wisconsin,1981-03-11,28.495890410958904,70,209,5,['BUF'],95,44,612,7,0,0,0,0.0,612,16,16,0.21889400921658986,0.17254901960784313,0.22141823444283648,0.4375,0.0,0.0,0.0,0.4632,13.91,38.2,2.75,5.94,0.0,0.0,0.0,103.2,125.2,147.2,116.8,9999.0,9999.0,3.0,3.0,0
lee evans,2010,WR,Wisconsin,1981-03-11,29.495890410958904,70,209,6,['BUF'],84,37,578,4,0,0,0,2.0,578,13,13,0.16470588235294117,0.125,0.17146247404331058,0.16666666666666666,0.0,0.0,0.0,0.4405,15.62,44.5,2.85,6.46,0.0,0.0,0.0,79.8,98.3,116.8,11.4,9999.0,9999.0,3.0,3.0,0
lee evans,2011,WR,Wisconsin,1981-03-11,30.495890410958904,70,209,7,['BAL'],26,4,74,0,0,0,0,0.0,74,9,2,0.04823747680890538,0.012779552715654952,0.020346439373109707,0.0,0.0,0.0,0.0,0.1538,18.5,8.2,0.44,2.89,0.0,0.0,0.0,7.4,9.4,11.4,0.0,9999.0,9999.0,1.0,3.0,0
lee smith,2011,TE,"Tennessee,Marshall",1987-11-21,23.794520547945204,78,265,0,['BUF'],4,4,11,0,0,0,0,0.0,11,10,3,0.007042253521126761,0.011235955056179775,0.002851957479906663,0.0,0.0,0.0,0.0,1.0,2.75,1.1,0.4,0.4,0.0,0.0,0.0,1.1,3.1,5.1,17.3,9999.0,9999.0,3.0,3.0,0
lee smith,2012,TE,"Tennessee,Marshall",1987-11-21,24.797260273972604,78,265,1,['BUF'],4,4,13,2,0,0,0,0.0,13,16,7,0.007858546168958742,0.012944983818770227,0.0037900874635568515,0.08333333333333333,0.0,0.0,0.0,1.0,3.25,0.8,0.25,0.25,0.0,0.0,0.0,13.3,15.3,17.3,12.8,9999.0,9999.0,2.0,2.0,0
lee smith,2013,TE,"Tennessee,Marshall",1987-11-21,25.797260273972604,78,265,2,['BUF'],9,5,78,0,0,0,0,0.0,78,16,14,0.017341040462427744,0.016722408026755852,0.023124814705010377,0.0,0.0,0.0,0.0,0.5555,15.6,4.9,0.31,0.56,0.0,0.0,0.0,7.8,10.3,12.8,17.2,9999.0,9999.0,2.0,2.0,0
lee smith,2014,TE,"Tennessee,Marshall",1987-11-21,26.797260273972604,78,265,3,['BUF'],8,7,42,1,0,0,0,0.0,42,14,10,0.013986013986013986,0.01928374655647383,0.010892116182572614,0.043478260869565216,0.0,0.0,0.0,0.875,6.0,3.0,0.5,0.57,0.0,0.0,0.0,10.2,13.7,17.2,25.0,9999.0,9999.0,2.0,1.0,0
lee smith,2015,TE,"Tennessee,Marshall",1987-11-21,27.797260273972604,78,265,4,['LV'],13,12,70,1,0,0,0,0.0,70,15,15,0.021666666666666667,0.03225806451612903,0.016965584100824042,0.029411764705882353,0.0,0.0,0.0,0.9231,5.83,4.7,0.8,0.87,0.0,0.0,0.0,13.0,19.0,25.0,8.9,9999.0,9999.0,1.0,1.0,0
lee smith,2016,TE,"Tennessee,Marshall",1987-11-21,28.8,78,265,5,['LV'],6,6,29,0,0,0,0,0.0,29,4,4,0.010221465076660987,0.015915119363395226,0.007018393030009681,0.0,0.0,0.0,0.0,1.0,4.83,7.2,1.5,1.5,0.0,0.0,0.0,2.9,5.9,8.9,15.6,420.0,487.0,1.0,1.0,1
lee smith,2017,TE,"Tennessee,Marshall",1987-11-21,29.8,78,265,6,['LV'],11,8,76,0,0,0,0,0.0,76,16,9,0.019927536231884056,0.023054755043227664,0.020207391651156606,0.0,0.0,0.0,0.0,0.7273,9.5,4.7,0.5,0.69,0.0,0.0,0.0,7.6,11.6,15.6,35.3,487.0,490.0,1.0,2.0,0
lee smith,2018,TE,"Tennessee,Marshall",1987-11-21,30.8,78,265,7,['LV'],11,10,73,3,0,0,0,0.0,73,16,4,0.020754716981132074,0.026246719160104987,0.01795376291195278,0.15789473684210525,0.0,0.0,0.0,0.9091,7.3,4.6,0.62,0.69,0.0,0.0,0.0,25.3,30.3,35.3,13.1,490.0,313.0,2.0,2.0,0
lee smith,2019,TE,"Tennessee,Marshall",1987-11-21,31.8,78,265,8,['BUF'],5,4,31,1,0,0,0,0.0,31,16,5,0.010351966873706004,0.013422818791946308,0.008920863309352519,0.05,0.0,0.0,0.0,0.8,7.75,1.9,0.25,0.31,0.0,0.0,0.0,9.1,11.1,13.1,19.5,313.0,574.0,2.0,3.0,0
lee smith,2020,TE,"Tennessee,Marshall",1987-11-21,32.8027397260274,78,265,9,['BUF'],6,4,35,2,0,0,0,0.0,35,10,2,0.010526315789473684,0.00980392156862745,0.007351396765385423,0.05128205128205128,0.0,0.0,0.0,0.6667,8.75,3.5,0.4,0.6,0.0,0.0,0.0,15.5,17.5,19.5,21.5,574.0,557.0,3.0,1.0,0
lee smith,2021,TE,"Tennessee,Marshall",1987-11-21,33.8027397260274,78,265,10,['ATL'],11,9,65,1,0,0,0,0.0,65,16,6,0.01981981981981982,0.023872679045092837,0.016302984700275896,0.05,0.0,0.0,0.0,0.8182,7.22,4.1,0.56,0.69,0.0,0.0,0.0,12.5,17.0,21.5,0.0,557.0,9999.0,1.0,3.0,0
legarrette blount,2010,RB,"East Mississippi CC,Oregon",1986-12-05,23.756164383561643,72,247,0,['TB'],6,5,14,0,201,1007,6,4.0,1021,13,7,0.012371134020618556,0.01639344262295082,0.003929273084479371,0.0,0.5598885793871866,0.630162703379224,0.6666666666666666,0.8333,2.8,1.1,0.38,0.46,5.01,15.46,77.5,134.10000000000002,136.60000000000002,139.10000000000002,132.89999999999998,9999.0,9999.0,3.0,3.0,0
legarrette blount,2011,RB,"East Mississippi CC,Oregon",1986-12-05,24.756164383561643,72,247,1,['TB'],25,15,148,0,184,781,5,5.0,929,14,14,0.04325259515570934,0.0410958904109589,0.03854166666666667,0.0,0.6571428571428571,0.6773633998265395,1.0,0.6,9.87,10.6,1.07,1.79,4.24,13.14,55.8,117.89999999999999,125.39999999999999,132.89999999999998,28.299999999999997,9999.0,9999.0,1.0,2.0,0
legarrette blount,2012,RB,"East Mississippi CC,Oregon",1986-12-05,25.75890410958904,72,247,2,['TB'],2,1,2,0,41,151,2,0.0,153,13,0,0.0035778175313059034,0.003215434083601286,0.00048262548262548264,0.0,0.10904255319148937,0.08988095238095238,0.15384615384615385,0.5,2.0,0.2,0.08,0.15,3.68,3.15,11.6,27.299999999999997,27.799999999999997,28.299999999999997,122.0,9999.0,9999.0,2.0,2.0,0
legarrette blount,2013,RB,"East Mississippi CC,Oregon",1986-12-05,26.75890410958904,72,247,3,['NE'],5,2,38,0,153,772,7,3.0,810,16,7,0.008103727714748784,0.005263157894736842,0.008749712180520378,0.0,0.3493150684931507,0.3771372740595994,0.3684210526315789,0.4,19.0,2.4,0.12,0.31,5.05,9.56,48.2,120.0,121.0,122.0,99.1,9999.0,9999.0,2.0,2.0,0
